poi_type,name,latitude,longitude
mall,,55.7136635,37.8213364
mall,Родник,55.8404826,37.3809216
mall,,55.8417707,37.3789067
mall,,55.8356038,37.3573395
mall,,55.8362788,37.3556245
mall,,55.8442745,37.362128
mall,,55.83059,37.3591009
school,Школа № 1273. Корпус школьного образования №6,55.627384,37.5241024
kindergarten,Школа № 1273. Корпус дошкольного образования №5,55.6265796,37.5234083
kindergarten,Школа № 1273. Корпус дошкольного образования №4,55.6261186,37.5227277
mall,,55.6265128,37.5203796
clinic,Детская городская поликлиника №81 филиал №2,55.6230395,37.5007706
school,Гимназия №1799 Школьное отделение 3,55.8018196,37.7168169
school,Школа 1080,55.8041024,37.72746
mall,,55.8068626,37.7276228
kindergarten,"Школа №1360, дошкольное отделение Карамель",55.8102594,37.7323787
mall,,55.936615,37.5518919
mall,,55.9366979,37.5524835
mall,,55.9367335,37.5530586
mall,,55.6104902,37.4888318
mall,"Торговый центр ""Штаер""",55.6404775,37.6083848
mall,"Торговый центр ""Свод""",55.6401951,37.6068275
mall,Аэробус,55.6402812,37.6219248
mall,,55.7627813,37.7713308
mall,Роснефть,55.7625925,37.7698267
clinic,Клиника кожных и венерических болезней им. В. А. Рахманова,55.729706,37.5651535
clinic,Первый Московский государственный медицинский университет имени И. М. Сеченова,55.7324388,37.5713291
school,,55.73437,37.5667191
mall,,55.7357572,37.574129
mall,,55.739207,37.5749604
mall,,55.656395,37.7656975
school,Школа № 1987. Начальная школа,55.6597354,37.7758
mall,Пятёрочка,55.6585085,37.757442
mall,,55.6492526,37.7433516
mall,,55.6491166,37.7433984
mall,,55.6487283,37.7435758
mall,,55.6488983,37.7433204
mall,,55.6489315,37.7436003
mall,,55.6450615,37.7529211
mall,,55.647374,37.7198094
mall,,55.6493754,37.7192101
mall,,55.647523,37.7247237
mall,,55.652805,37.7342313
mall,,55.6511171,37.7426582
mall,,55.6506347,37.7428455
mall,,55.6506566,37.7432813
mall,,55.6509102,37.7428773
mall,,55.6435767,37.7091157
mall,,55.6437528,37.7217426
school,Лицей № 1533,55.6807249,37.5617659
school,,55.6814392,37.5604461
mall,,55.6538601,37.7100742
mall,,55.6543483,37.7099422
school,,55.6510804,37.713926
school,,55.6519557,37.7134848
mall,,55.6529715,37.7229117
mall,,55.6574325,37.7143104
mall,,55.6580545,37.7330094
mall,,55.6581501,37.7366717
mall,,55.6588112,37.734184
mall,,55.6587801,37.7357903
mall,,55.6584316,37.7373987
mall,,55.6585217,37.7388299
mall,,55.6582746,37.7388343
mall,,55.6592814,37.7388174
mall,,55.6610766,37.7400066
mall,,55.6599599,37.7484275
mall,,55.6656701,37.7474967
mall,,55.6659607,37.7478107
mall,,55.6654978,37.7481215
mall,,55.670868,37.7475973
mall,,55.6674008,37.7659712
mall,,55.6493236,37.6062077
mall,Торговый центр Москва,55.6163657,37.7162523
mall,Москва-Тянья,55.6175468,37.715778
school,Школа № 1862. Корпус школьного образования №4,55.650346,37.6082315
school,Школа № 2016. Корпус школьного образования №1,55.651927,37.6080146
kindergarten,Школа № 1862. Корпус дошкольного образования №7,55.6519774,37.6097511
mall,,55.6436351,37.5245727
mall,,55.8873709,37.4025968
mall,,55.8881135,37.4003582
mall,,55.8160577,37.4049291
mall,,55.8034305,37.4068595
kindergarten,Школа № 1862. Корпус дошкольного образования №6,55.6471299,37.6081545
kindergarten,,55.8465755,37.487374
school,Школа № 1315,55.8478303,37.4861106
school,Школа № 1542. Корпус школьного образования №3,55.6490417,37.383256
kindergarten,Детский сад Белоснежка,55.8865509,37.3955799
kindergarten,Детский сад №2465,55.8919032,37.3883257
kindergarten,Детский сад №22 Теремок,55.8924682,37.38093
mall,,55.810467,37.8140102
mall,,55.8137104,37.7976587
mall,,55.8077605,37.7992689
mall,,55.8080899,37.7995294
mall,,55.8084115,37.7992607
mall,,55.6294126,37.3089549
mall,,55.8080537,37.7979415
mall,,55.808397,37.797907
mall,Роснефть,55.8767635,37.4306344
mall,Роснефть,55.8838684,37.409205
clinic,Европейский медицинский центр,55.7620471,37.5931887
mall,,55.7603452,37.5969442
mall,"Торговый центр ""Зебра""",55.716705,37.8873909
mall,Пятёрочка,55.7118252,37.8805794
school,Колледж XXI СОШ,55.6498324,37.3834201
clinic,больница,55.5825467,37.5228452
mall,Торговый центр «Филёвский»,55.7517592,37.514143
mall,Пятёрочка,55.658608,37.4081069
mall,Русь-Трейд,55.6591107,37.4106836
mall,Авторусь,55.659342,37.4115419
mall,,55.6593802,37.4032674
mall,,55.6602315,37.4075899
mall,"Торговый комплекс ""Твин Плаза""",55.6177495,37.505721
mall,,55.7718337,37.6784014
mall,,55.7546592,37.6377484
mall,,55.7538412,37.636849
mall,,55.7503543,37.6435718
mall,,55.7262327,37.4946556
mall,,55.8562821,37.4785859
mall,,55.7424654,37.6246861
mall,,55.8101236,37.809333
mall,,55.8122917,37.8309059
mall,,55.8126075,37.8333533
mall,,55.812395,37.8319916
mall,,55.8501215,37.4113409
mall,"Торговый центр ""на Пятницкой""",55.7415855,37.6291997
mall,,55.7415384,37.6288177
mall,,55.741327,37.6289058
mall,,55.7409344,37.6290334
mall,"Рыбный торговый комплекс ""Пятницкий""",55.7434232,37.6295314
mall,,55.742894,37.6297552
clinic,Женская консультация (при п-ке №97),55.8555373,37.4114014
mall,Торговый центр «Таганка»,55.7407887,37.6576874
mall,,55.7409966,37.628228
mall,,55.7410586,37.6278044
mall,,55.7410677,37.6274162
mall,,55.7410549,37.6271382
mall,,55.7412724,37.6282768
mall,,55.729132,37.6806164
kindergarten,Детский сад №1942,55.7313906,37.6803359
mall,,55.7342556,37.6790999
school,Школа раннего развития «Приоритет»,55.800939,37.4526422
mall,,55.7587135,37.5861955
mall,,55.7586423,37.5865494
school,"МЦО ""Атлантик""",55.7174892,37.6722807
kindergarten,Детский сад №476,55.7168388,37.6731276
school,Школа № 500,55.7133713,37.6727839
kindergarten,Детский сад №77,55.723668,37.6652131
mall,,55.8055574,37.539541
mall,Дикси,55.8683501,37.6134783
mall,,55.8636362,37.6220837
school,,55.7276914,37.6751008
school,Интернат №4,55.7271974,37.6752442
mall,,55.5751773,37.6642214
mall,,55.57746,37.6679543
mall,,55.7124692,37.6864748
mall,,55.7122136,37.6856023
mall,Роснефть,55.8026,37.7551062
mall,,55.8024886,37.7557879
mall,,55.8022088,37.7667392
clinic,Противотуберкулезный диспансер № 17,55.8016946,37.7764795
clinic,Урологическая больница №47,55.801722,37.7802742
mall,,55.7998795,37.7814611
mall,,55.8071089,37.7771704
mall,,55.740594,37.6543884
mall,Новочеркизовский,55.8005957,37.7478287
mall,,55.8134168,37.7699118
mall,,55.8115424,37.7733202
mall,,55.7458206,37.5483852
mall,"Торговый центр ""Baby & Kid""",55.7842771,37.7151433
mall,Lamborghini Moscow,55.7484877,37.5575475
mall,,55.8000428,37.7411197
school,Кадетская школа-интернат №69,55.6704931,37.523219
school,Школа-интернат №62,55.6706078,37.5254816
school,,55.6709763,37.5248203
school,Центр образования №1311 Тхия,55.6715679,37.5236022
school,Школа-интернат №62,55.6713823,37.5251384
kindergarten,,55.7680701,37.5918264
clinic,Главный клинический госпиталь МВД России,55.789772,37.4844448
mall,,55.7929703,37.4897299
mall,,55.7564888,37.6688766
mall,,55.7783087,37.5115538
mall,Торговый центр «BabyStore»,55.8237825,37.5002756
mall,Неглинная Галерея,55.7663,37.6222382
mall,,55.7724766,37.6787925
mall,,55.7096012,37.4707712
mall,,55.7288865,37.6469471
mall,,55.729696,37.6466933
mall,,55.7283286,37.6499063
mall,,55.7674411,37.6314025
mall,,55.751722,37.5894404
mall,,55.7683144,37.6426046
mall,,55.7680018,37.6452575
mall,,55.763447,37.652283
mall,,55.7615357,37.6479516
mall,,55.8590637,37.6096137
mall,,55.7652773,37.6311454
mall,,55.7652335,37.6320405
mall,,55.7629735,37.6356625
clinic,Специализированная клиника восстановительного лечения,55.7319324,37.6785528
mall,,55.7579652,37.6395344
mall,Пушкинъ,55.7637006,37.6050029
mall,,55.7651781,37.602606
mall,,55.7626783,37.5922795
mall,,55.7398155,37.6660166
mall,,55.7397084,37.6675172
mall,,55.7026019,37.7663077
mall,,55.7029286,37.7666143
mall,Дружный,55.7056858,37.7678819
mall,Nikolskaya Plaza,55.7579755,37.6243683
mall,,55.7568222,37.6211402
mall,Северное Сияние,55.5748928,37.5803034
mall,,55.7604132,37.6319096
mall,,55.7588487,37.6408886
mall,,55.7604491,37.6413275
mall,Корчма,55.7584475,37.694546
mall,,55.7605468,37.6471407
mall,,55.7601779,37.6566847
mall,,55.7588494,37.6435811
mall,,55.7573821,37.6460011
mall,,55.7591539,37.6460968
mall,,55.7587949,37.6463742
mall,,55.6562603,37.3847368
mall,,55.7321521,37.6848349
kindergarten,,55.656277,37.3884555
mall,,55.788188,37.7794464
clinic,,55.643344,37.4050277
school,Физкультурно-оздоровительный комплекс Восход,55.646664,37.4030705
mall,,55.6481165,37.407483
mall,,55.6614976,37.4080852
mall,,55.6352368,37.4367998
mall,,55.7556541,37.6337694
mall,,55.7558943,37.6347564
mall,,55.8655267,37.4643283
school,Школа № 1206. Корпус школьного образования №9,55.615628,37.5333957
mall,,55.8215298,37.5113616
mall,,55.823087,37.5256289
mall,,55.7397846,37.6520034
mall,,55.8081246,37.7711013
mall,,55.8424629,37.4623378
kindergarten,,55.7435004,37.6639174
mall,,55.710325,37.8621232
mall,,55.8590925,37.6411647
mall,"Торгово-развлекательный центр ""ВИВА!""",55.5653462,37.5561608
kindergarten,Школа № 1002. Дошкольное отделение № 2,55.6511696,37.4057123
mall,,55.8790784,37.6248429
school,"Школа №967, школьное отделение №1",55.8791233,37.6522682
mall,,55.7052592,37.6888465
mall,Планета Железяка,55.8970651,37.6075487
school,ГБОУ ШМК Бибирево,55.8882138,37.6191407
mall,,55.7780312,37.671856
mall,,55.6915586,37.6246833
mall,,55.6915618,37.6240226
mall,,55.7007079,37.6247136
mall,"Торговый центр ""Корабль""",55.7100895,37.6203487
mall,"Торговый центр ""Лухмановский 24А""",55.7222799,37.9053625
mall,,55.8417167,37.435909
mall,,55.8417051,37.4353117
mall,,55.8417412,37.4343929
mall,,55.8418267,37.4364646
kindergarten,,55.7340621,37.6279421
mall,,55.7314451,37.6579205
mall,,55.6433785,37.4720875
mall,,55.6607761,37.4803002
mall,,55.650586,37.5347381
mall,,55.8784956,37.5435727
mall,,55.8043466,37.6165344
mall,Роснефть,55.8827567,37.6045681
mall,"Торговый центр ""Павелецкий пассаж""",55.7322879,37.6355512
mall,,55.7338046,37.6272594
mall,,55.7345864,37.6271885
mall,,55.7346261,37.6274483
mall,,55.7345999,37.6269437
mall,,55.7751061,37.6570959
mall,Прайм,55.8012052,37.38799
mall,,55.6848623,37.5960293
school,"Школа № 2126 ""Перово""",55.7426092,37.7624304
school,Лицей №1571 корпус №5,55.8560964,37.4442916
mall,,55.8465249,37.4183337
mall,Газпромнефть,55.8493145,37.4035598
mall,,55.7972987,37.4603895
mall,,55.7966982,37.4650488
mall,,55.838647,37.4021779
kindergarten,,55.875911,37.6762791
school,Центр дополнительного образования 1095,55.8768013,37.6775765
mall,,55.6529706,37.3957453
mall,,55.6528422,37.3963532
mall,,55.6507821,37.5602502
mall,Лианозовский рынок,55.8970143,37.5548553
mall,"Торговый центр ""Лианозово""",55.8973848,37.5541789
mall,,55.8490903,37.6532728
school,Специальная (коррекционная) школа-интернат № 102,55.8534073,37.6517343
mall,,55.8625835,37.6459336
mall,,55.7721868,37.6737386
mall,,55.8565438,37.4107626
mall,,55.8546006,37.4076817
mall,,55.612164,37.7212258
mall,,55.6243827,37.7143286
mall,Торговый центр «Перово Молл»,55.7452567,37.7976881
mall,,55.7504488,37.8329803
mall,,55.6403903,37.6909149
school,"Центр образования № 1828 ""Сабурово""",55.639843,37.6971665
mall,,55.6398578,37.6943194
mall,,55.6393642,37.6936954
mall,,55.6389155,37.6949131
mall,,55.638238,37.696404
mall,,55.6387527,37.6969267
mall,"Офис продаж ЖК ""Wave""",55.6359945,37.7114553
school,Спорткомплекс «Борисово»,55.636303,37.726978
kindergarten,Ясли-сад №433,55.7227709,37.7370463
mall,,55.6511079,37.5569866
kindergarten,Вешняковская школа. Дошкольное отделение Ж5,55.7328546,37.8244261
mall,,55.8387438,37.4577551
school,Вечерняя школа №96,55.7323851,37.4087555
school,Гимназия 1596,55.6415076,37.3715959
school,ГБОУ Школа 1596,55.6425608,37.371136
mall,Гастроном,55.6427693,37.5405515
school,Школа № 1793,55.6892791,37.8502996
mall,,55.6484374,37.4832722
mall,,55.6487645,37.4829942
mall,,55.8274815,37.4544732
mall,,55.8817798,37.5877294
clinic,,55.7663173,37.700547
mall,,55.8193282,37.7175196
school,Школа № 519,55.6839751,37.7201125
mall,,55.7596561,37.6781022
kindergarten,Детский сад №2037,55.5676713,37.5829718
kindergarten,Детский сад №946,55.5672285,37.5847742
kindergarten,Детский сад №2038,55.566816,37.5865498
mall,,55.7467176,37.5368203
mall,,55.8263168,37.4207197
clinic,ВитроКлиник,55.8264095,37.431083
mall,"Торговый дом ""Покровское-Стрешнево""",55.8270458,37.4363766
mall,,55.8278859,37.435192
kindergarten,"Романовская школа, дошкольное отделение № 8 «Ласточка»",55.7562818,37.5209215
mall,,55.8376272,37.4158832
mall,,55.8367113,37.4124126
mall,,55.774624,37.535772
clinic,Медси,55.7727846,37.540031
mall,,55.8282255,37.4396368
mall,,55.9802192,37.1717889
mall,"ТЦ ""Павелецкий""",55.7126596,37.6456331
kindergarten,Детский сад №1932,55.6498974,37.7366286
school,Школа №1223,55.8386699,37.5272356
school,"Школа №90 ""Многопрофильный образовательный комплекс"" имени Героя Советского Союза Е.Г.Ларикова",55.8390658,37.5259885
mall,,55.7254165,37.6206832
kindergarten,Детский сад №934,55.7132453,37.768591
school,Знайка,55.8421141,37.5314573
mall,,55.8428019,37.5319693
mall,,55.838195,37.531385
mall,,55.710862,37.7710285
mall,,55.7097768,37.7694275
mall,,55.7114799,37.773158
mall,,55.6072121,37.5925048
clinic,Городская поликлиника №101,55.5993412,37.5874864
clinic,Детская поликлиника №92,55.5988321,37.5872493
school,Школа №891,55.7211327,37.8292776
kindergarten,Детский сад №856,55.7220138,37.8301334
clinic,Детская поликлиника №48 Филиал №1,55.7099426,37.7790667
mall,,55.7051392,37.7719603
mall,Четыре лапы,55.7108545,37.8182778
mall,,55.6728692,37.5487967
mall,,55.672214,37.5506656
clinic,Поликлиника №67 филиал №2,55.7248896,37.653124
mall,,55.8575353,37.6517123
clinic,Детская поликлиника №7,55.7232774,37.8225648
mall,,55.8417344,37.4234118
school,Лицей №1553,55.7210683,37.6491053
kindergarten,,55.7266649,37.650446
kindergarten,Детский сад №1091,55.6042732,37.7284765
mall,,55.7836567,37.7193106
kindergarten,Детский сад №2542,55.7141247,37.7560949
kindergarten,Детский сад №2612,55.7153842,37.7490634
kindergarten,Детский сад,55.7180951,37.7459423
school,Школа №1386,55.7164928,37.7488785
kindergarten,Ясли-сад №1713,55.7126456,37.7469512
school,Школа №488,55.7121068,37.742159
school,Центр образования №1404 Гамма,55.7161704,37.8271856
school,Гимназия №1512,55.7184103,37.8302964
kindergarten,Детский сад №755,55.7127134,37.7856828
mall,,55.7117403,37.7950705
mall,,55.8196836,37.8111129
kindergarten,Начальная школа - Детский сад №1767,55.8853988,37.6586488
mall,,55.6526217,37.415548
mall,,55.7459274,37.8302353
mall,,55.5966994,37.726022
mall,"Торгово-деловой комплекс ""Тульский""",55.7100518,37.623904
school,Школа № 1912 им. Бауыржана Момышулы,55.979269,37.1686854
school,"Школа № 1194, корп. 1556",55.9801021,37.1534851
school,"Школа № 1194, корп. 1555",55.98111,37.1537108
mall,,55.8223328,37.7578882
mall,,55.6105088,37.5137476
mall,,55.790696,37.4036526
kindergarten,"Школа №922 (учебный корпус ""Александровский"")",55.7710352,37.8355348
kindergarten,"Школа №922 (учебный корпус ""Нескучный"")",55.7703885,37.8355216
school,Школа №751,55.8841648,37.698794
mall,,55.8861671,37.7016377
school,Школа №947,55.5847305,37.6739715
clinic,Городская поликлиника №67 филиал №5,55.7132084,37.628641
kindergarten,Детский сад №92,55.8644922,37.6714101
clinic,КДП № 121 Филиал № 2,55.5424295,37.5533954
mall,,55.8208403,37.6443331
school,Школа №233,55.8746037,37.6504494
school,Школа № 1375,55.6813942,37.6566679
school,Школа №311,55.8742486,37.6624178
kindergarten,Детский сад №598,55.8667985,37.6605097
mall,,55.7931332,37.5925619
mall,,55.8095226,37.6189966
clinic,"Детская поликлиника № 118, филиал № 2",55.5453476,37.5160158
kindergarten,Детский сад №2082,55.7971147,37.5112565
kindergarten,Детский сад № 325,55.8034453,37.5154065
mall,,55.6136019,37.5810337
kindergarten,Школа №1598. Здание №14,55.8266437,37.8188488
mall,Пражский Град,55.612068,37.6031268
mall,,55.6231702,37.6015007
school,,55.793969,37.5071484
kindergarten,Детский сад №1591,55.8669753,37.6525592
mall,,55.8291648,37.5134664
mall,,55.8426305,37.5235318
mall,,55.8300961,37.5155063
mall,,55.8431794,37.5233894
mall,,55.5961838,37.5865615
school,Школа № 1505 «Преображенская»,55.7955071,37.7283299
mall,,55.7881261,37.7493383
mall,Вкусный,55.7886719,37.7493166
mall,Пражский сельскохозяйственный минирынок,55.6099536,37.6035076
kindergarten,Детский сад 2688,55.649298,37.5802359
mall,,56.0083714,37.1678398
mall,"Торговый центр ""Южное Бутово""",55.5485224,37.5425072
mall,,55.6622093,37.329042
mall,,55.8219869,37.822753
clinic,Диализный центр НИИ Клинической медицины,55.80475,37.7117778
mall,,55.7763849,37.6742919
mall,,55.7717723,37.6840787
mall,,55.771942,37.679465
mall,,55.7708075,37.6786565
mall,,55.7718974,37.6797866
mall,,55.7698461,37.6857045
mall,,55.7728218,37.6827057
mall,,55.7712986,37.6807364
mall,,55.8144346,37.6618565
mall,,55.820802,37.8227945
mall,Мебельный комплекс Армада,55.6144091,37.6069562
mall,Каренфор,55.6134598,37.6062401
mall,,55.7379327,37.4149614
mall,,55.8091745,37.5299275
mall,,55.8086654,37.5307506
mall,"Торговый центр ""Азовский""",55.6475796,37.5955487
mall,,55.6568533,37.4938262
mall,,55.6578444,37.494241
mall,,55.6185921,37.5916684
clinic,Поликлиника КГБ №13,55.7021357,37.6813504
kindergarten,Детский сад №1744,55.8733695,37.6707086
mall,,55.8986734,37.5904787
mall,,55.8986745,37.5900428
school,Школа №368 (Здание №1),55.8221012,37.8180648
mall,,55.62857,37.6004307
mall,"Торговый дом ""на Мурановской""",55.8926474,37.5991123
mall,,55.6189844,37.5917325
school,Центр образования № 1681,55.5655995,37.5704244
school,Школа №1981,55.549979,37.5374688
kindergarten,,55.547587,37.5358377
mall,,55.649961,37.5591952
mall,,55.7330844,37.6398495
clinic,"Детская поликлиника №125, филиал 1",55.8958977,37.5953071
school,"Школа №953, ШО 4",55.8966981,37.5960061
mall,Изюминка,55.8976816,37.5970734
mall,Город Хобби,55.8037549,37.7529608
school,Школа №249,55.8944131,37.5941337
school,"Школа №953, ШО 1",55.8966844,37.5896343
kindergarten,Детский сад №1765,55.8954586,37.5900087
kindergarten,Детский сад №938,55.896791,37.5924669
kindergarten,"Детский сад - Школа Свиблово, корпус 13",55.8607097,37.6442328
mall,"Торговый центр ""Альмирал-1""",55.6622229,37.4802092
mall,Торговый центр «Юго-западный»,55.6640975,37.4821912
school,Школа №139,55.8914523,37.5930648
mall,,55.6146385,37.5884491
mall,,55.820382,37.7528592
school,Общеобразовательная школа «Локомотив»,55.8040485,37.74375
mall,Черкизовский пассаж,55.8039385,37.7446719
mall,,55.8141157,37.7335019
mall,,55.8092472,37.7251693
mall,Большой праздник,55.8981371,37.5912264
mall,,55.7316864,37.7388026
school,Лицей №1571,55.8565268,37.4440965
school,Центр образования №1863,55.5503277,37.5502742
school,Центр образования №1883 Бутово,55.5497062,37.5472408
school,Центр образования № 1863,55.5495396,37.5508428
kindergarten,Центр образования №1883 Бутово (детский сад),55.5487493,37.547897
mall,,55.5505745,37.5572267
mall,,55.5491157,37.5542801
kindergarten,Центр образования №1681 (детский сад Надежда),55.56616,37.5664935
mall,"Торговый центр ""Золотой век""",55.7481234,37.7666186
mall,,55.8229725,37.8220303
mall,,55.6810843,37.6229404
mall,Пятёрочка,55.536832,37.5311211
kindergarten,Детский сад № 2339,55.5427627,37.5418763
school,Школа №1916,55.5427624,37.5436987
school,,55.5343537,37.53335
school,Школа № 2007,55.5445356,37.5330864
kindergarten,Детский сад №2344,55.5355263,37.5307427
school,Детский сад № 2462,55.5449536,37.5312784
school,,55.6043487,37.3524654
mall,,55.6054024,37.3536096
clinic,Поликлиника,55.6012935,37.3542135
mall,,55.5981503,37.3543687
mall,,55.6025169,37.3490138
school,Учебный центр работников АПК,55.600196,37.348556
school,Школа № 2065,55.6034235,37.345279
kindergarten,Детский сад №1102,55.6051955,37.3484226
clinic,,55.5946915,37.364774
kindergarten,Центр образования №1681 (детский сад Улыбка),55.5668739,37.563753
clinic,Детская поликлиника №73,55.7417543,37.4131254
kindergarten,Детский сад №1147 «Сказка»,55.5970131,37.3526218
kindergarten,Детский сад №1090,55.60078,37.3534065
kindergarten,Детский сад №1096,55.6014515,37.3511555
school,Центр образования №1483 (встр),55.790625,37.7936681
school,Школа №2006,55.5661571,37.58203
school,Школа №1356,55.5671983,37.5813755
kindergarten,Центр образования №1681 (д/с Любава),55.564344,37.5699493
kindergarten,"Школа № 2006, корпус Карусель",55.564438,37.5761506
school,"Школа № 2006, корпус Алые паруса",55.5635673,37.5758823
kindergarten,Детский сад №2075,55.5701435,37.5725456
kindergarten,Школа №1825 (дошкольное отделение),55.5706773,37.5665053
kindergarten,Детский сад №2055,55.5763045,37.5763959
kindergarten,Детский сад №2156,55.5714739,37.5670523
kindergarten,Детский сад №2074,55.5708047,37.5698313
kindergarten,Детский сад №2056,55.5767958,37.5734133
school,Школа № 719,55.9842089,37.1860152
kindergarten,Детский сад № 1853,55.9848621,37.1780282
school,Начальная школа № 1853,55.9857845,37.178607
kindergarten,Детский сад №2165,55.5733871,37.5890754
school,Центр образования № 1613,55.5738901,37.5867219
kindergarten,Детский сад №2211,55.5745742,37.5841173
kindergarten,"Центр эстетического воспитания детей ""Моцарт""",55.5757749,37.5806221
school,"Школа № 1194, корп. 1548",55.9792299,37.1549462
school,"Школа № 1194, корп. 1547",55.9792544,37.1568255
kindergarten,"Школа № 1194, корп. 1511",55.9811323,37.1508123
kindergarten,"Школа № 1194, корп. 1532",55.981269,37.158091
kindergarten,"Школа № 1194, корп. 1533",55.9799898,37.1579807
kindergarten,Детский сад №1097,55.6022085,37.3342871
mall,Велозаводский рынок,55.7104166,37.6681032
school,Школа №2064,55.5950624,37.3471654
mall,,55.5951017,37.6577721
mall,,55.4300658,36.8682305
mall,"Торговый центр ""Мегаполис""",55.6958796,37.6649521
kindergarten,"Школа № 1354 ""Вектор"". Корпус ""Теремок""",55.5511953,37.5579974
kindergarten,Начальная школа - детский сад №1889,55.6436199,37.3698102
mall,,55.6206991,37.4721591
kindergarten,Детский сад № 1129,55.6816,37.6593821
clinic,,55.6812209,37.6612994
mall,,55.6791597,37.6579821
mall,,55.8139557,37.8418441
mall,,55.7932766,37.8122615
school,"Школа №878, отделение №1",55.6097946,37.7011671
school,ЦО №627,55.7242809,37.6355556
school,,55.8930185,37.621498
kindergarten,Детский сад №2152,55.893079,37.6239456
kindergarten,Детский сад №2345,55.5336442,37.5228382
school,Школа №69 им. Б.Ш. Окуджавы,55.8162817,37.3985762
kindergarten,Детский сад №1482,55.8183452,37.3989397
mall,Авоська,55.6328353,37.7444339
mall,,55.6839225,37.6242435
mall,,55.6790774,37.6664667
school,Школа № 1527,55.6822055,37.6689442
school,Школа №956,55.8678901,37.6426931
kindergarten,,55.8144669,37.3962626
school,Кадетская школа №1721,55.8126815,37.4061986
kindergarten,,55.8114837,37.3952003
school,Школа №1136,55.814717,37.402114
clinic,Биофизический центр им. Бурназяна,55.8049208,37.4570938
clinic,Поликлиника № 219 филиал № 1,55.8619966,37.4223422
school,Школа № 883 корпус «Ленинград»,55.8625318,37.4272072
mall,,55.9776543,37.1481722
mall,,55.932676,37.5479284
kindergarten,Детский сад №2703,55.9280005,37.5440679
kindergarten,Детский сад № 2702,55.9249646,37.5426758
school,Школа №2044,55.9266992,37.5423637
kindergarten,Детский сад № 2701,55.9224221,37.5416453
school,Школа №2117,55.5107127,37.5693624
mall,,55.779296,37.7153352
mall,,55.6259588,37.676145
kindergarten,Детский сад №1697,55.7395959,37.8699961
school,Школа № 2117,55.5119708,37.5700777
mall,,55.5102535,37.5641426
school,Школа 1176,55.5094,37.5782006
mall,,55.5105485,37.5641368
mall,,55.5105734,37.5636195
mall,,55.5102813,37.5635392
kindergarten,"Детский сад 33 ""Ромашка"" ОАО ""ЩЛЗ""",55.5085311,37.569747
kindergarten,Школа №2117 (дошкольное отделение),55.5100958,37.5705559
mall,,55.5038869,37.5715511
mall,"Торговый центр ""Капитал""",55.5087886,37.5655209
mall,,55.5111833,37.5652865
mall,,55.507808,37.5627974
mall,"Торговый дом ""Максим""",55.5087709,37.5613048
mall,Галерея Щербинка,55.5042424,37.5591418
mall,,55.7909627,37.7485318
mall,,55.7992222,37.7478016
mall,,55.7933252,37.7522953
mall,,55.7891762,37.7482749
mall,,55.7937687,37.7524505
mall,,55.7940084,37.7525409
mall,,55.7934058,37.7523261
mall,,55.7943706,37.7526709
mall,,55.7966109,37.7504963
mall,,55.7934949,37.752359
mall,,55.7929418,37.7476719
mall,,55.7954113,37.7499916
mall,,55.789046,37.7491432
mall,,55.7938369,37.7524814
mall,,55.793633,37.7524069
mall,ТЦ «Измайловский пассаж»,55.789559,37.7525463
mall,,55.710856,37.3893912
mall,Кусково,55.7399063,37.7837183
clinic,КДП № 121 Филиал № 1,55.5490686,37.5347838
school,"Школа № 507, здание № 6 «Гимназический корпус»",55.6816762,37.6427718
school,ГБОУ школа № 463 корпус №1,55.6793275,37.6726477
mall,,55.8100394,37.5729414
mall,,55.6658386,37.5706913
mall,Дикси,55.7504292,37.7909508
mall,,55.748913,37.7071976
kindergarten,Школа № 1503 Дошкольное отделение,55.8158418,37.6601449
mall,,55.8215622,37.7280372
kindergarten,Детский сад №1360,55.6068614,37.7075582
mall,,55.7410619,37.6254113
mall,,55.7182517,37.4185359
mall,Молодежный,55.7185907,37.4202939
mall,,55.7174551,37.4139269
mall,,55.7170315,37.4116995
clinic,Поликлиника №170,55.606104,37.6090666
school,Школа №218,55.8085809,37.5608891
mall,,55.6294389,37.5982545
school,Центр образования № 218,55.8121972,37.5747946
mall,,55.7228135,37.5914069
mall,,55.6627421,37.5544616
mall,,55.6626371,37.5548212
mall,,55.6625374,37.5551873
kindergarten,Детский сад № 706,55.6115097,37.5873778
mall,,55.7368666,37.5959887
mall,,55.6136393,37.5825893
mall,,55.8135992,37.8239825
mall,,55.6684564,37.5451262
mall,,55.8102696,37.787774
mall,,55.7818229,37.7083722
kindergarten,"Школа № 853, дошкольное отделение 2",55.9829723,37.1916719
mall,,55.9013954,37.5744473
mall,,55.8203864,37.7586903
mall,Красный маяк,55.6084179,37.5798458
school,Школа №646,55.7976044,37.7853647
mall,,55.7486916,37.7747625
clinic,Российский национальный медико-хирургический центр им. Н.И. Пирогова,55.7901422,37.8214306
mall,,55.6085932,37.601572
mall,,55.8935288,37.5249702
mall,"Торгово-развлекательный центр ""Филион""",55.7439874,37.5080962
mall,,55.6186606,37.5832301
kindergarten,Школа № 883 корпус «Смоленск»,55.8617189,37.4260543
kindergarten,Школа № 883 корпус «Волгоград»,55.8634979,37.429417
kindergarten,Детский сад №1517,55.7810407,37.7265749
clinic,Поликлиника №218 Филиал №3,55.8800589,37.6924748
kindergarten,Детский сад №769,55.882664,37.6880101
